Player,Strike Rate,Average Score,Batsman Match Count,Batsman Run,Six,Four,Out,One,Two,Three,Five,Fifty,Hundred,Wicket,Bowler Run,Economy Rate,Maiden,Bowler Match Count,Average Four,Average Six,Total Matches,Wicket Average,avg_score_utility,strike_rate_utility,sixes_utility,fours_score_utility,wickets_utility,total_wickets_utility,economy_utility,batting_utility,player_type,bowler_utility
IR Jaggi,76.0,10.857142857142858,7.0,76.0,0.0,6.0,5.0,36.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,7.0,0.0,1.3214285714285716,1.0,0.0,0.0,0.0,0.0,0.0,2.3214285714285716,Batsman,0.0
TR Birt,127.1186440677966,15.0,5.0,75.0,2.0,9.0,5.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.4,5.0,0.0,2.875,2.3559322033898296,0.0,0.26666666666666666,0.0,0.0,0.0,5.497598870056496,Batsman,0.0
RR Sarwan,93.58974358974359,18.25,4.0,73.0,1.0,6.0,4.0,31.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.25,4.0,0.0,4.09375,1.0,0.0,0.16666666666666666,0.0,0.0,0.0,5.260416666666667,Batsman,0.0
M Klinger,93.58974358974359,18.25,4.0,73.0,0.0,9.0,4.0,30.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,4.0,0.0,4.09375,1.0,0.0,0.4166666666666667,0.0,0.0,0.0,5.510416666666667,Batsman,0.0
AA Bilakhia,78.4090909090909,9.857142857142858,7.0,69.0,0.0,5.0,5.0,31.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,Batsman,0.0
RR Powar,104.6875,7.4444444444444455,9.0,67.0,1.0,6.0,3.0,23.0,7.0,0.0,0.0,0.0,0.0,13.0,538.0,7.28668171557562,0.0,26.0,0.6666666666666666,0.1111111111111111,26.0,0.5,1.0,1.234375,0.0,0.0,0.5,0.2516129032258065,3.2997968397291197,2.234375,Bowler,6.077114614432389
R Sharma,85.71428571428571,3.4736842105263164,19.0,66.0,3.0,5.0,14.0,14.0,7.0,0.0,0.0,0.0,0.0,40.0,1100.0,7.0588235294117645,0.0,44.0,0.2631578947368421,0.15789473684210525,44.0,0.9090909090909092,1.0,1.0,0.0,0.0,0.9090909090909092,0.7741935483870969,3.347647058823529,2.0,Bowler,7.546397274452302
Mohammad Hafeez,76.19047619047619,8.0,8.0,64.0,2.0,7.0,7.0,24.0,0.0,0.0,0.0,0.0,0.0,2.0,71.0,6.761904761904763,0.0,4.0,0.875,0.25,8.0,0.25,1.0,1.0,0.0,0.0,0.25,0.03870967741935484,3.4099999999999997,2.0,Bowler,5.548064516129031
WD Parnell,78.75,5.25,12.0,63.0,1.0,4.0,9.0,31.0,5.0,0.0,0.0,0.0,0.0,27.0,731.0,7.297836938435942,0.0,26.0,0.3333333333333333,0.08333333333333333,26.0,1.0384615384615383,1.0,1.0,0.0,0.0,1.0384615384615383,0.5225806451612903,3.2974542429284517,2.0,Bowler,7.28774463982692
MJ McClenaghan,140.0,5.25,12.0,63.0,6.0,2.0,8.0,17.0,1.0,0.0,0.0,0.0,0.0,54.0,1356.0,8.285132382892058,0.0,40.0,0.16666666666666666,0.5,40.0,1.35,1.0,3.0,0.0,0.0,1.35,1.0451612903225806,3.0901221995926678,4.0,Bowler,8.227925234872874
Anirudh Singh,91.30434782608695,15.75,4.0,63.0,1.0,6.0,4.0,23.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.25,4.0,0.0,3.15625,1.0,0.0,0.16666666666666666,0.0,0.0,0.0,4.322916666666667,Batsman,0.0
A Flintoff,108.77192982456141,20.666666666666668,3.0,62.0,2.0,5.0,2.0,23.0,2.0,1.0,0.0,0.0,0.0,2.0,106.0,9.636363636363637,0.0,3.0,1.6666666666666667,0.6666666666666666,3.0,0.6666666666666666,5.000000000000001,1.4385964912280707,0.0,0.22222222222222224,0.6666666666666666,0.03870967741935484,2.806363636363636,6.660818713450294,Batsman,5.267609970674486
S Aravind,100.0,5.9,10.0,59.0,0.0,7.0,4.0,21.0,5.0,0.0,0.0,0.0,0.0,45.0,1057.0,8.048223350253807,0.0,38.0,0.7,0.0,38.0,1.1842105263157894,1.0,1.0,0.0,0.0,1.1842105263157894,0.8709677419354839,3.1398730964467005,2.0,Bowler,7.7925770470469615
JJ Roy,143.90243902439025,19.666666666666668,3.0,59.0,1.0,9.0,2.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3333333333333333,3.0,0.0,4.625,3.1951219512195124,0.0,0.6666666666666666,0.0,0.0,0.0,8.486788617886178,Batsman,0.0
WA Mota,73.68421052631578,7.0,8.0,56.0,0.0,2.0,6.0,40.0,4.0,0.0,0.0,0.0,0.0,4.0,98.0,7.84,0.0,7.0,0.25,0.0,8.0,0.5,1.0,1.0,0.0,0.0,0.5,0.07741935483870968,3.1835999999999998,2.0,Bowler,5.641529032258065
M Rawat,78.57142857142857,5.0,11.0,55.0,1.0,4.0,5.0,29.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3636363636363637,0.09090909090909093,11.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,Batsman,0.0
K Rabada,80.88235294117648,18.33333333333333,3.0,55.0,1.0,5.0,3.0,25.0,2.0,0.0,0.0,0.0,0.0,6.0,198.0,8.671532846715328,0.0,6.0,1.6666666666666667,0.3333333333333333,6.0,1.0,4.124999999999998,1.0,0.0,0.22222222222222224,1.0,0.11612903225806452,3.008978102189781,5.3472222222222205,Bowler,6.187660701671769
TG Southee,150.0,6.75,8.0,54.0,3.0,3.0,6.0,14.0,5.0,0.0,0.0,0.0,0.0,22.0,930.0,8.075253256150507,0.0,29.0,0.375,0.375,29.0,0.7586206896551724,1.0,3.5,0.0,0.0,0.7586206896551724,0.42580645161290326,3.1341968162083935,4.5,Bowler,6.477935936214704
A Chopra,70.66666666666667,8.833333333333334,6.0,53.0,0.0,7.0,6.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.0,6.0,0.0,1.0,1.0,0.0,0.05555555555555558,0.0,0.0,0.0,2.0555555555555554,Batsman,0.0
RR Rossouw,103.921568627451,10.6,5.0,53.0,3.0,3.0,5.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,5.0,0.0,1.2249999999999999,1.1960784313725497,0.0,0.0,0.0,0.0,0.0,2.4210784313725497,Batsman,0.0
AJ Tye,176.66666666666663,17.666666666666668,3.0,53.0,3.0,4.0,2.0,11.0,4.0,0.0,0.0,0.0,0.0,12.0,146.0,6.84375,0.0,6.0,1.3333333333333333,1.0,6.0,2.0,3.8750000000000004,4.833333333333331,0.0,0.11111111111111109,2.0,0.23225806451612904,3.3928125,8.819444444444443,AllRounder,8.437605846774193
Shoaib Malik,106.12244897959185,10.4,5.0,52.0,0.0,5.0,4.0,24.0,4.0,0.0,0.0,0.0,0.0,2.0,87.0,9.0,0.0,5.0,1.0,0.0,5.0,0.4,1.1500000000000001,1.3061224489795926,0.0,0.0,0.4,0.03870967741935484,2.94,2.4561224489795928,Bowler,5.068064516129032
NM Coulter-Nile,98.1132075471698,4.727272727272728,11.0,52.0,4.0,3.0,8.0,14.0,1.0,0.0,0.0,0.0,0.0,36.0,739.0,7.5665529010238926,0.0,25.0,0.2727272727272727,0.3636363636363637,25.0,1.44,1.0,1.0,0.0,0.0,1.44,0.6967741935483871,3.241023890784982,2.0,Bowler,8.066697126500053
RP Singh,66.66666666666666,1.8571428571428568,28.0,52.0,1.0,2.0,15.0,31.0,2.0,1.0,0.0,0.0,0.0,90.0,2417.0,7.738527214514407,0.0,82.0,0.07142857142857142,0.03571428571428571,82.0,1.0975609756097562,1.0,1.0,0.0,0.0,1.0975609756097562,1.7419354838709677,3.2049092849519742,2.0,Bowler,9.066608616649047
KB Arun Karthik,96.22641509433964,6.375,8.0,51.0,1.0,4.0,5.0,20.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.125,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,Batsman,0.0
R Rampaul,98.07692307692308,7.2857142857142865,7.0,51.0,2.0,3.0,5.0,15.0,6.0,0.0,0.0,0.0,0.0,16.0,319.0,6.884892086330935,0.0,12.0,0.42857142857142855,0.2857142857142857,12.0,1.3333333333333333,1.0,1.0,0.0,0.0,1.3333333333333333,0.3096774193548387,3.384172661870503,2.0,Bowler,7.540775121838012
RV Gomez,94.33962264150944,5.5555555555555545,9.0,50.0,1.0,5.0,5.0,16.0,4.0,0.0,0.0,0.0,0.0,5.0,130.0,8.041237113402063,0.0,9.0,0.5555555555555556,0.1111111111111111,9.0,0.5555555555555556,1.0,1.0,0.0,0.0,0.5555555555555556,0.09677419354838711,3.1413402061855664,2.0,Bowler,5.690504932934264
AS Yadav,122.5,8.166666666666666,6.0,49.0,2.0,5.0,5.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.3333333333333333,6.0,0.0,1.0,2.125,0.0,0.0,0.0,0.0,0.0,3.125,Batsman,0.0
SB Bangar,84.48275862068967,7.0,7.0,49.0,3.0,1.0,7.0,25.0,1.0,0.0,0.0,0.0,0.0,4.0,221.0,8.666666666666666,0.0,9.0,0.14285714285714285,0.42857142857142855,9.0,0.4444444444444444,1.0,1.0,0.0,0.0,0.4444444444444444,0.07741935483870968,3.01,2.0,Bowler,5.297795698924731
AG Paunikar,80.327868852459,9.8,5.0,49.0,0.0,9.0,5.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,5.0,0.0,1.0,1.0,0.0,0.26666666666666666,0.0,0.0,0.0,2.2666666666666666,Batsman,0.0
J Suchith,145.45454545454547,9.6,5.0,48.0,2.0,4.0,1.0,10.0,5.0,0.0,0.0,0.0,0.0,10.0,369.0,8.75098814229249,0.0,13.0,0.8,0.4,13.0,0.7692307692307693,1.0,3.2727272727272734,0.0,0.0,0.7692307692307693,0.19354838709677422,2.992292490118577,4.272727272727273,Bowler,5.93260746966918
HV Patel,123.68421052631581,3.9166666666666665,12.0,47.0,3.0,2.0,9.0,15.0,3.0,0.0,0.0,0.0,0.0,34.0,999.0,8.478076379066481,0.0,34.0,0.16666666666666666,0.25,34.0,1.0,1.0,2.1842105263157903,0.0,0.0,1.0,0.6580645161290323,3.049603960396039,3.1842105263157903,Bowler,7.061502714787608
Yashpal Singh,70.1492537313433,11.75,4.0,47.0,0.0,5.0,4.0,20.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,4.0,0.0,1.65625,1.0,0.0,0.08333333333333333,0.0,0.0,0.0,2.7395833333333335,Batsman,0.0
Mohammed Shami,100.0,3.5384615384615383,13.0,46.0,2.0,4.0,7.0,14.0,2.0,0.0,0.0,0.0,0.0,18.0,960.0,8.740515933232171,0.0,31.0,0.3076923076923077,0.15384615384615385,31.0,0.5806451612903226,1.0,1.0,0.0,0.0,0.5806451612903226,0.34838709677419355,2.994491654021244,2.0,Bowler,5.885285868128641
VR Aaron,82.14285714285714,5.111111111111111,9.0,46.0,2.0,2.0,4.0,18.0,4.0,0.0,0.0,0.0,0.0,38.0,1250.0,8.29646017699115,0.0,40.0,0.2222222222222222,0.2222222222222222,40.0,0.95,1.0,1.0,0.0,0.0,0.95,0.7354838709677419,3.0877433628318585,2.0,Bowler,7.159840850699401
CR Woakes,97.87234042553192,6.571428571428571,7.0,46.0,1.0,4.0,4.0,18.0,3.0,0.0,0.0,0.0,0.0,17.0,393.0,8.482014388489207,0.0,13.0,0.5714285714285714,0.14285714285714285,13.0,1.3076923076923077,1.0,1.0,0.0,0.0,1.3076923076923077,0.32903225806451614,3.048776978417266,2.0,Bowler,7.028252316261135
I Sharma,76.27118644067797,2.647058823529412,17.0,45.0,1.0,3.0,6.0,21.0,3.0,0.0,0.0,0.0,0.0,58.0,2291.0,8.024518388791593,0.0,76.0,0.17647058823529413,0.05882352941176471,76.0,0.7631578947368421,1.0,1.0,0.0,0.0,0.7631578947368421,1.1225806451612903,3.144851138353765,2.0,Bowler,7.545884517377846
Sunny Singh,138.70967741935485,8.6,5.0,43.0,1.0,6.0,4.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.2,5.0,0.0,1.0,2.9354838709677424,0.0,0.06666666666666665,0.0,0.0,0.0,4.002150537634409,Batsman,0.0
JDS Neesham,91.30434782608695,14.0,3.0,42.0,1.0,3.0,3.0,10.0,7.0,0.0,0.0,0.0,0.0,1.0,96.0,10.105263157894736,0.0,4.0,1.0,0.3333333333333333,4.0,0.25,2.5,1.0,0.0,0.0,0.25,0.01935483870967742,2.707894736842105,3.5,Bowler,4.465874363327674
SK Trivedi,68.85245901639344,3.0,14.0,42.0,1.0,3.0,7.0,16.0,4.0,0.0,0.0,0.0,0.0,65.0,1944.0,7.491329479768788,0.0,75.0,0.21428571428571427,0.07142857142857142,75.0,0.8666666666666667,1.0,1.0,0.0,0.0,0.8666666666666667,1.2580645161290323,3.256820809248554,2.0,Bowler,8.07232798806638
AB Barath,97.67441860465117,14.0,3.0,42.0,1.0,5.0,2.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.3333333333333333,3.0,0.0,2.5,1.0,0.0,0.22222222222222224,0.0,0.0,0.0,3.7222222222222223,Batsman,0.0
A Nehra,65.07936507936508,2.411764705882353,17.0,41.0,1.0,3.0,7.0,21.0,1.0,0.0,0.0,0.0,0.0,106.0,2537.0,7.711246200607902,0.0,88.0,0.17647058823529413,0.05882352941176471,88.0,1.2045454545454546,1.0,1.0,0.0,0.0,1.2045454545454546,2.0516129032258066,3.2106382978723405,2.0,Bowler,9.700194983465401
LPC Silva,148.14814814814815,13.333333333333336,3.0,40.0,1.0,5.0,2.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,0.0,1.0,1.6666666666666667,0.3333333333333333,3.0,0.0,2.250000000000001,3.4074074074074074,0.0,0.22222222222222224,0.0,0.0,0.42,5.879629629629631,Batsman,0.63
BR Dunk,111.11111111111113,13.333333333333336,3.0,40.0,0.0,7.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.333333333333333,0.0,3.0,0.0,2.250000000000001,1.5555555555555565,0.0,0.44444444444444436,0.0,0.0,0.0,4.250000000000002,Batsman,0.0
MM Patel,95.1219512195122,3.25,12.0,39.0,0.0,5.0,6.0,17.0,1.0,0.0,0.0,0.0,0.0,74.0,1733.0,7.523878437047758,0.0,63.0,0.4166666666666667,0.0,63.0,1.1746031746031746,1.0,1.0,0.0,0.0,1.1746031746031746,1.4322580645161291,3.2499855282199706,2.0,Bowler,8.785270151008913
AUK Pathan,150.0,5.571428571428571,7.0,39.0,2.0,5.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,63.0,9.219512195121949,0.0,3.0,0.7142857142857143,0.2857142857142857,7.0,0.0,1.0,3.5,0.0,0.0,0.0,0.0,2.8939024390243904,4.5,Batsman,4.340853658536585
Umar Gul,205.26315789473685,9.75,4.0,39.0,5.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,12.0,198.0,7.764705882352942,0.0,6.0,0.25,1.25,6.0,2.0,1.0,6.2631578947368425,0.125,0.0,2.0,0.23225806451612904,3.199411764705882,7.3881578947368425,AllRounder,8.147504743833018
DJ Thornely,72.2222222222222,9.75,4.0,39.0,2.0,2.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,3.0,40.0,5.454545454545454,0.0,4.0,0.5,0.5,4.0,0.75,1.0,1.0,0.0,0.0,0.75,0.05806451612903226,3.684545454545454,2.0,Bowler,6.738914956011728
JO Holder,118.75,7.6,5.0,38.0,2.0,4.0,5.0,6.0,2.0,0.0,0.0,0.0,0.0,5.0,313.0,8.236842105263158,0.0,11.0,0.8,0.4,11.0,0.4545454545454545,1.0,1.9375,0.0,0.0,0.4545454545454545,0.09677419354838711,3.100263157894737,2.9375,Bowler,5.477374208982868
SP Jackson,122.58064516129032,12.666666666666664,3.0,38.0,0.0,5.0,2.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,3.0,0.0,1.9999999999999991,2.129032258064516,0.0,0.22222222222222224,0.0,0.0,0.0,4.3512544802867374,Batsman,0.0
S Narwal,127.58620689655173,9.25,4.0,37.0,0.0,6.0,3.0,9.0,2.0,0.0,0.0,0.0,0.0,5.0,203.0,10.778761061946902,0.0,6.0,1.5,0.0,6.0,0.8333333333333334,1.0,2.3793103448275863,0.0,0.16666666666666666,0.8333333333333334,0.09677419354838711,2.5664601769911504,3.545977011494253,Bowler,5.244851555809307
AN Ahmed,133.33333333333331,6.0,6.0,36.0,1.0,4.0,1.0,8.0,3.0,0.0,0.0,0.0,0.0,12.0,515.0,8.535911602209945,0.0,17.0,0.6666666666666666,0.16666666666666666,17.0,0.7058823529411765,1.0,2.6666666666666656,0.0,0.0,0.7058823529411765,0.23225806451612904,3.0374585635359113,3.6666666666666656,Bowler,5.963398471489826
KW Richardson,92.30769230769229,9.0,4.0,36.0,1.0,2.0,3.0,16.0,3.0,0.0,0.0,0.0,0.0,18.0,450.0,8.282208588957053,0.0,14.0,0.5,0.25,14.0,1.2857142857142858,1.0,1.0,0.0,0.0,1.2857142857142858,0.34838709677419355,3.090736196319019,2.0,Bowler,7.087256368211248
L Balaji,72.0,2.769230769230769,13.0,36.0,1.0,2.0,8.0,15.0,2.0,1.0,0.0,0.0,0.0,76.0,2083.0,7.940279542566707,0.0,73.0,0.15384615384615385,0.07692307692307693,73.0,1.0410958904109588,1.0,1.0,0.0,0.0,1.0410958904109588,1.4709677419354839,3.1625412960609913,2.0,Bowler,8.511907392611151
Sohail Tanvir,116.12903225806451,7.2,5.0,36.0,1.0,3.0,3.0,14.0,2.0,0.0,0.0,0.0,0.0,22.0,275.0,6.226415094339623,0.0,11.0,0.6,0.2,11.0,2.0,1.0,1.8064516129032255,0.0,0.0,2.0,0.42580645161290326,3.522452830188679,2.8064516129032255,Bowler,8.922388922702373
Joginder Sharma,120.0,7.2,5.0,36.0,2.0,1.0,4.0,14.0,3.0,0.0,0.0,0.0,0.0,12.0,421.0,9.286764705882351,0.0,15.0,0.2,0.4,15.0,0.8,1.0,2.0,0.0,0.0,0.8,0.23225806451612904,2.879779411764706,3.0,Bowler,5.8680562144212525
A Kumble,71.42857142857143,2.333333333333333,15.0,35.0,0.0,3.0,3.0,21.0,1.0,0.0,0.0,0.0,0.0,45.0,1089.0,6.646998982706003,0.0,42.0,0.2,0.0,42.0,1.0714285714285714,1.0,1.0,0.0,0.0,1.0714285714285714,0.8709677419354839,3.434130213631739,2.0,Bowler,8.064789790493691
R Tewatia,145.83333333333331,11.666666666666664,3.0,35.0,1.0,4.0,2.0,7.0,3.0,0.0,0.0,0.0,0.0,6.0,141.0,6.609375,0.0,7.0,1.3333333333333333,0.3333333333333333,7.0,0.8571428571428571,1.6249999999999991,3.2916666666666656,0.0,0.11111111111111109,0.8571428571428571,0.11612903225806452,3.44203125,5.027777777777775,Bowler,6.622954709101382
B Sumanth,92.10526315789473,8.75,4.0,35.0,0.0,3.0,1.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,Batsman,0.0
AP Dole,147.82608695652172,17.0,2.0,34.0,1.0,3.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,5.0,114.0,9.36986301369863,0.0,3.0,1.5,0.5,3.0,1.6666666666666667,3.625,3.391304347826086,0.0,0.16666666666666666,1.6666666666666667,0.09677419354838711,2.8623287671232878,7.182971014492753,AllRounder,6.938654441007512
L Ronchi,91.8918918918919,6.8,5.0,34.0,1.0,6.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.2,5.0,0.0,1.0,1.0,0.0,0.06666666666666665,0.0,0.0,0.0,2.0666666666666664,Batsman,0.0
A Mithun,130.76923076923077,5.666666666666668,6.0,34.0,1.0,4.0,5.0,8.0,2.0,0.0,0.0,0.0,0.0,7.0,477.0,9.173076923076923,0.0,16.0,0.6666666666666666,0.16666666666666666,16.0,0.4375,1.0,2.5384615384615388,0.0,0.0,0.4375,0.13548387096774195,2.903653846153846,3.5384615384615388,Bowler,5.214956575682383
S Sreesanth,59.649122807017534,2.833333333333333,12.0,34.0,0.0,6.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,40.0,1221.0,7.736008447729674,0.0,44.0,0.5,0.0,44.0,0.9090909090909092,1.0,1.0,0.0,0.0,0.9090909090909092,0.7741935483870969,3.2054382259767684,2.0,Bowler,7.333084025182162
D Salunkhe,137.5,11.0,3.0,33.0,0.0,5.0,2.0,9.0,2.0,0.0,0.0,0.0,0.0,1.0,80.0,9.411764705882351,0.0,5.0,1.6666666666666667,0.0,5.0,0.2,1.375,2.875,0.0,0.22222222222222224,0.2,0.01935483870967742,2.8535294117647063,4.472222222222222,Bowler,4.609326375711576
Anureet Singh,76.74418604651162,4.714285714285714,7.0,33.0,1.0,2.0,4.0,19.0,0.0,0.0,0.0,0.0,0.0,17.0,594.0,8.77832512315271,0.0,19.0,0.2857142857142857,0.14285714285714285,19.0,0.8947368421052632,1.0,1.0,0.0,0.0,0.8947368421052632,0.32903225806451614,2.986551724137931,2.0,Bowler,6.315481236461565
RJ Peterson,100.0,6.4,5.0,32.0,1.0,3.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0,3.0,70.0,8.75,0.0,4.0,0.6,0.2,5.0,0.6,1.0,1.0,0.0,0.0,0.6,0.05806451612903226,2.9924999999999993,2.0,Bowler,5.475846774193547
T Taibu,119.23076923076924,10.333333333333334,3.0,31.0,0.0,3.0,3.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.1250000000000002,1.9615384615384621,0.0,0.0,0.0,0.0,0.0,3.0865384615384626,Batsman,0.0
S Sriram,81.57894736842105,15.5,2.0,31.0,0.0,3.0,2.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,49.0,16.333333333333336,0.0,2.0,1.5,0.0,2.0,0.0,3.0625,1.0,0.0,0.16666666666666666,0.0,0.0,1.3999999999999992,4.229166666666667,Batsman,2.0999999999999988
C Munro,96.77419354838709,10.0,3.0,30.0,0.0,3.0,3.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,15.0,7.5,0.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.2549999999999994,2.0,Bowler,4.882499999999999
VH Zol,111.53846153846158,14.5,2.0,29.0,1.0,3.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,2.0,0.0,2.6875,1.5769230769230789,0.0,0.16666666666666666,0.0,0.0,0.0,4.431089743589745,Batsman,0.0
J Syed Mohammad,107.40740740740742,5.8,5.0,29.0,0.0,4.0,2.0,11.0,1.0,0.0,0.0,0.0,0.0,8.0,286.0,8.755102040816325,0.0,11.0,0.8,0.0,11.0,0.7272727272727273,1.0,1.370370370370371,0.0,0.0,0.7272727272727273,0.15483870967741936,2.9914285714285715,2.370370370370371,Bowler,5.810310012568077
SB Jakati,93.33333333333331,5.6,5.0,28.0,0.0,3.0,1.0,14.0,1.0,0.0,0.0,0.0,0.0,47.0,1474.0,8.032697547683924,0.0,57.0,0.6,0.0,57.0,0.8245614035087719,1.0,1.0,0.0,0.0,0.8245614035087719,0.9096774193548387,3.1431335149863755,2.0,Bowler,7.316058506774978
Basil Thampi,93.33333333333331,5.6,5.0,28.0,1.0,1.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,11.0,428.0,9.237410071942444,0.0,12.0,0.2,0.2,12.0,0.9166666666666666,1.0,1.0,0.0,0.0,0.9166666666666666,0.21290322580645163,2.8901438848920864,2.0,Bowler,6.029570666047807
NL McCullum,113.04347826086956,13.0,2.0,26.0,1.0,0.0,1.0,9.0,4.0,1.0,0.0,0.0,0.0,0.0,35.0,7.0,0.0,2.0,0.0,0.5,2.0,0.0,2.125,1.652173913043478,0.0,0.0,0.0,0.0,3.36,3.777173913043478,Bowler,5.04
JM Kemp,104.0,13.0,2.0,26.0,1.0,1.0,2.0,9.0,2.0,1.0,0.0,0.0,0.0,3.0,58.0,7.404255319148937,0.0,5.0,0.5,0.5,5.0,0.6,2.125,1.2,0.0,0.0,0.6,0.05806451612903226,3.275106382978723,3.325,Bowler,5.899756348661633
AB Dinda,52.0,1.625,16.0,26.0,0.0,2.0,10.0,16.0,1.0,0.0,0.0,0.0,0.0,69.0,2103.0,7.940843297671492,0.0,75.0,0.125,0.0,75.0,0.92,1.0,1.0,0.0,0.0,0.92,1.335483870967742,3.1624229074889865,2.0,Bowler,8.126860167685093
S Nadeem,36.61971830985916,1.625,16.0,26.0,0.0,1.0,12.0,16.0,3.0,0.0,0.0,0.0,0.0,37.0,1332.0,7.029023746701848,0.0,53.0,0.0625,0.0,53.0,0.6981132075471698,1.0,1.0,0.0,0.0,0.6981132075471698,0.7161290322580646,3.353905013192611,2.0,Bowler,7.152220879496767
Sandeep Sharma,72.2222222222222,2.363636363636364,11.0,26.0,0.0,1.0,1.0,20.0,1.0,0.0,0.0,0.0,0.0,71.0,1623.0,7.649646504320503,0.0,56.0,0.09090909090909093,0.0,56.0,1.2678571428571428,1.0,1.0,0.0,0.0,1.2678571428571428,1.3741935483870968,3.2235742340926934,2.0,Bowler,8.7984373880054
JJ Bumrah,92.5925925925926,4.166666666666667,6.0,25.0,1.0,1.0,2.0,11.0,2.0,0.0,0.0,0.0,0.0,46.0,1433.0,7.9317343173431745,0.0,47.0,0.16666666666666666,0.16666666666666666,47.0,0.9787234042553192,1.0,1.0,0.0,0.0,0.9787234042553192,0.8903225806451613,3.164335793357933,2.0,Bowler,7.550072667387621
S Chanderpaul,75.75757575757575,8.333333333333334,3.0,25.0,0.0,4.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,3.0,0.0,1.0,1.0,0.0,0.11111111111111109,0.0,0.0,0.0,2.111111111111111,Batsman,0.0
A Choudhary,125.0,8.333333333333334,3.0,25.0,1.0,1.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,5.0,144.0,8.0,1.0,5.0,0.3333333333333333,0.3333333333333333,5.0,1.0,1.0,2.25,0.0,0.0,1.0,0.09677419354838711,3.15,3.25,Bowler,6.3701612903225815
MA Khote,109.09090909090908,8.0,3.0,24.0,1.0,2.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,2.0,52.0,10.4,0.0,2.0,0.6666666666666666,0.3333333333333333,3.0,0.6666666666666666,1.0,1.454545454545454,0.0,0.0,0.6666666666666666,0.03870967741935484,2.646,2.454545454545454,Bowler,5.027064516129032
